User,Location,Weekday,Start,End,RelativeFrequency
9FE9,TV Room,Friday,18:00,19:15,0.0
9FE9,TV Room,Saturday,10:15,11:29,0.0
9FE9,TV Room,Saturday,11:30,13:00,0.0
9FE9,TV Room,Saturday,13:30,14:59,1.0
9FE9,TV Room,Saturday,15:00,16:15,0.0
9FE9,TV Room,Saturday,16:45,17:59,0.0
9FE9,TV Room,Saturday,18:00,19:15,0.0
9FE9,TV Room,Sunday,10:15,11:29,0.0
9FE9,TV Room,Sunday,11:30,13:00,0.0
9FE9,TV Room,Sunday,13:30,14:59,1.0
9FE9,TV Room,Sunday,15:00,16:15,0.0
9FE9,TV Room,Sunday,16:45,17:59,0.0
9FE9,TV Room,Sunday,18:00,19:15,0.0
9FE9,Therapy Room,Monday,10:15,11:29,1.0
9FE9,Therapy Room,Monday,11:30,13:00,1.0
9FE9,Therapy Room,Monday,13:30,14:59,0.0
9FE9,Therapy Room,Monday,15:00,16:15,0.0
9FE9,Therapy Room,Monday,16:45,17:59,0.949
9FE9,Therapy Room,Monday,18:00,19:15,0.0
9FE9,Therapy Room,Tuesday,10:15,11:29,1.0
9FE9,Therapy Room,Tuesday,11:30,13:00,1.0
9FE9,Therapy Room,Tuesday,13:30,14:59,1.0
9FE9,Therapy Room,Tuesday,15:00,16:15,0.0
9FE9,Therapy Room,Tuesday,16:45,17:59,1.0
9FE9,Therapy Room,Tuesday,18:00,19:15,1.0
9FE9,Therapy Room,Wednesday,10:15,11:29,1.0
9FE9,Therapy Room,Wednesday,11:30,13:00,1.0
9FE9,Therapy Room,Wednesday,13:30,14:59,0.0
9FE9,Therapy Room,Wednesday,15:00,16:15,0.0
9FE9,Therapy Room,Wednesday,16:45,17:59,0.949
9FE9,Therapy Room,Wednesday,18:00,19:15,0.0
9FE9,Therapy Room,Thursday,10:15,11:29,1.0
9FE9,Therapy Room,Thursday,11:30,13:00,0.0
9FE9,Therapy Room,Thursday,13:30,14:59,0.0
9FE9,Therapy Room,Thursday,15:00,16:15,0.0
9FE9,Therapy Room,Thursday,16:45,17:59,1.0
9FE9,Therapy Room,Thursday,18:00,19:15,1.0
9FE9,Therapy Room,Friday,10:15,11:29,1.0
9FE9,Therapy Room,Friday,11:30,13:00,0.0
9FE9,Therapy Room,Friday,13:30,14:59,0.0
9FE9,Therapy Room,Friday,15:00,16:15,0.0
9FE9,Therapy Room,Friday,16:45,17:59,1.0
9FE9,Therapy Room,Friday,18:00,19:15,1.0
9FE9,Therapy Room,Saturday,10:15,11:29,1.0
9FE9,Therapy Room,Saturday,11:30,13:00,0.0
9FE9,Therapy Room,Saturday,13:30,14:59,0.0
9FE9,Therapy Room,Saturday,15:00,16:15,0.0
9FE9,Therapy Room,Saturday,16:45,17:59,0.949
9FE9,Therapy Room,Saturday,18:00,19:15,0.0
9FE9,Therapy Room,Sunday,10:15,11:29,1.0
9FE9,Therapy Room,Sunday,11:30,13:00,0.0
9FE9,Therapy Room,Sunday,13:30,14:59,0.0
9FE9,Therapy Room,Sunday,15:00,16:15,0.0
9FE9,Therapy Room,Sunday,16:45,17:59,0.949
9FE9,Therapy Room,Sunday,18:00,19:15,0.0
9FE9,Terrace,Monday,10:15,11:29,0.0
9FE9,Terrace,Monday,11:30,13:00,0.0
9FE9,Terrace,Monday,13:30,14:59,0.0
9FE9,Terrace,Monday,15:00,16:15,0.0
9FE9,Terrace,Monday,16:45,17:59,0.0
9FE9,Terrace,Monday,18:00,19:15,0.0
9FE9,Terrace,Tuesday,10:15,11:29,0.0
9FE9,Terrace,Tuesday,11:30,13:00,0.0
9FE9,Terrace,Tuesday,13:30,14:59,0.0
9FE9,Terrace,Tuesday,15:00,16:15,0.0
9FE9,Terrace,Tuesday,16:45,17:59,0.0
9FE9,Terrace,Tuesday,18:00,19:15,0.0
9FE9,Terrace,Wednesday,10:15,11:29,0.0
9FE9,Terrace,Wednesday,11:30,13:00,0.0
9FE9,Terrace,Wednesday,13:30,14:59,0.0
9FE9,Terrace,Wednesday,15:00,16:15,0.0
9FE9,Terrace,Wednesday,16:45,17:59,0.0
9FE9,Terrace,Wednesday,18:00,19:15,0.0
9FE9,Terrace,Thursday,10:15,11:29,0.0
9FE9,Terrace,Thursday,11:30,13:00,1.0
9FE9,Terrace,Thursday,13:30,14:59,0.0
9FE9,Terrace,Thursday,15:00,16:15,0.0
9FE9,Terrace,Thursday,16:45,17:59,0.0
9FE9,Terrace,Thursday,18:00,19:15,0.0
9FE9,Terrace,Friday,10:15,11:29,0.0
9FE9,Terrace,Friday,11:30,13:00,1.0
9FE9,Terrace,Friday,13:30,14:59,0.0
9FE9,Terrace,Friday,15:00,16:15,0.0
9FE9,Terrace,Friday,16:45,17:59,0.0
9FE9,Terrace,Friday,18:00,19:15,0.0
9FE9,Terrace,Saturday,10:15,11:29,0.0
9FE9,Terrace,Saturday,11:30,13:00,1.0
9FE9,Terrace,Saturday,13:30,14:59,0.0
9FE9,Terrace,Saturday,15:00,16:15,0.0
9FE9,Terrace,Saturday,16:45,17:59,0.0
9FE9,Terrace,Saturday,18:00,19:15,0.0
9FE9,Terrace,Sunday,10:15,11:29,0.0
9FE9,Terrace,Sunday,11:30,13:00,1.0
9FE9,Terrace,Sunday,13:30,14:59,0.0
9FE9,Terrace,Sunday,15:00,16:15,0.0
9FE9,Terrace,Sunday,16:45,17:59,0.0
9FE9,Terrace,Sunday,18:00,19:15,0.0
9FE9,Room,Monday,10:15,11:29,0.0
9FE9,Room,Monday,11:30,13:00,0.0
9FE9,Room,Monday,13:30,14:59,0.0
9FE9,Room,Monday,15:00,16:15,0.0
9FE9,Room,Monday,16:45,17:59,0.0
9FE9,Room,Monday,18:00,19:15,1.0
9FE9,Room,Tuesday,10:15,11:29,0.0
9FE9,Room,Tuesday,11:30,13:00,0.0
9FE9,Room,Tuesday,13:30,14:59,0.0
9FE9,Room,Tuesday,15:00,16:15,1.0
9FE9,Room,Tuesday,16:45,17:59,0.0
9FE9,Room,Tuesday,18:00,19:15,0.0
9FE9,Room,Wednesday,10:15,11:29,0.0
9FE9,Room,Wednesday,11:30,13:00,0.0
9FE9,Room,Wednesday,13:30,14:59,0.0
9FE9,Room,Wednesday,15:00,16:15,0.0
9FE9,Room,Wednesday,16:45,17:59,0.0
9FE9,Room,Wednesday,18:00,19:15,1.0
9FE9,Room,Thursday,10:15,11:29,0.0
9FE9,Room,Thursday,11:30,13:00,0.0
9FE9,Room,Thursday,13:30,14:59,0.0
9FE9,Room,Thursday,15:00,16:15,0.0
9FE9,Room,Thursday,16:45,17:59,0.0
9FE9,Room,Thursday,18:00,19:15,0.0
9FE9,Room,Friday,10:15,11:29,0.0
9FE9,Room,Friday,11:30,13:00,0.0
9FE9,Room,Friday,13:30,14:59,0.0
9FE9,Room,Friday,15:00,16:15,0.0
9FE9,Room,Friday,16:45,17:59,0.0
9FE9,Room,Friday,18:00,19:15,0.0
9FE9,Room,Saturday,10:15,11:29,0.0
9FE9,Room,Saturday,11:30,13:00,0.0
9FE9,Room,Saturday,13:30,14:59,0.0
9FE9,Room,Saturday,15:00,16:15,1.0
9FE9,Room,Saturday,16:45,17:59,0.0
9FE9,Room,Saturday,18:00,19:15,1.0
9FE9,Room,Sunday,10:15,11:29,0.0
9FE9,Room,Sunday,11:30,13:00,0.0
9FE9,Room,Sunday,13:30,14:59,0.0
9FE9,Room,Sunday,15:00,16:15,1.0
9FE9,Room,Sunday,16:45,17:59,0.0
9FE9,Room,Sunday,18:00,19:15,1.0
F176,Therapy Room,Monday,10:15,11:29,0.0
F176,Therapy Room,Monday,11:30,13:00,1.0
F176,Therapy Room,Monday,13:30,15:44,0.0
F176,Therapy Room,Monday,15:45,16:15,0.0
F176,Therapy Room,Monday,16:45,17:59,1.0
F176,Therapy Room,Monday,18:00,19:30,1.0
F176,Therapy Room,Tuesday,10:15,11:29,0.0
F176,Therapy Room,Tuesday,11:30,13:00,1.0
F176,Therapy Room,Tuesday,13:30,15:44,0.0
F176,Therapy Room,Tuesday,15:45,16:15,0.0
F176,Therapy Room,Tuesday,16:45,17:59,0.9763
F176,Therapy Room,Tuesday,18:00,19:30,0.0
F176,Therapy Room,Wednesday,10:15,11:29,0.0
F176,Therapy Room,Wednesday,11:30,13:00,1.0
F176,Therapy Room,Wednesday,13:30,15:44,0.0
F176,Therapy Room,Wednesday,15:45,16:15,0.0
F176,Therapy Room,Wednesday,16:45,17:59,1.0
F176,Therapy Room,Wednesday,18:00,19:30,1.0
F176,Therapy Room,Thursday,10:15,11:29,0.0
F176,Therapy Room,Thursday,11:30,13:00,1.0
F176,Therapy Room,Thursday,13:30,15:44,0.0
F176,Therapy Room,Thursday,15:45,16:15,0.0
F176,Therapy Room,Thursday,16:45,17:59,0.9763
F176,Therapy Room,Thursday,18:00,19:30,0.0
F176,Therapy Room,Friday,10:15,11:29,0.0
F176,Therapy Room,Friday,11:30,13:00,1.0
F176,Therapy Room,Friday,13:30,15:44,0.0
F176,Therapy Room,Friday,15:45,16:15,0.0
F176,Therapy Room,Friday,16:45,17:59,0.9763
F176,Therapy Room,Friday,18:00,19:30,0.0
F176,Therapy Room,Saturday,10:15,11:29,0.0
F176,Therapy Room,Saturday,11:30,13:00,1.0
F176,Therapy Room,Saturday,13:30,15:44,0.0
F176,Therapy Room,Saturday,15:45,16:15,0.0
F176,Therapy Room,Saturday,16:45,17:59,0.9763
F176,Therapy Room,Saturday,18:00,19:30,0.0
F176,Therapy Room,Sunday,10:15,11:29,0.0
F176,Therapy Room,Sunday,11:30,13:00,1.0
F176,Therapy Room,Sunday,13:30,15:44,0.0
F176,Therapy Room,Sunday,15:45,16:15,0.0
F176,Therapy Room,Sunday,16:45,17:59,0.9763
F176,Therapy Room,Sunday,18:00,19:30,0.0
F176,Gym,Monday,10:15,11:29,1.0
F176,Gym,Monday,11:30,13:00,0.0
F176,Gym,Monday,13:30,15:44,0.0
F176,Gym,Monday,15:45,16:15,0.0
F176,Gym,Monday,16:45,17:59,0.0
F176,Gym,Monday,18:00,19:30,0.0
F176,Gym,Tuesday,10:15,11:29,1.0
F176,Gym,Tuesday,11:30,13:00,0.0
F176,Gym,Tuesday,13:30,15:44,0.0
F176,Gym,Tuesday,15:45,16:15,0.0
F176,Gym,Tuesday,16:45,17:59,0.0
F176,Gym,Tuesday,18:00,19:30,0.0
F176,Gym,Wednesday,10:15,11:29,1.0
F176,Gym,Wednesday,11:30,13:00,0.0
F176,Gym,Wednesday,13:30,15:44,0.0
F176,Gym,Wednesday,15:45,16:15,0.0
F176,Gym,Wednesday,16:45,17:59,0.0
F176,Gym,Wednesday,18:00,19:30,0.0
F176,Gym,Thursday,10:15,11:29,1.0
F176,Gym,Thursday,11:30,13:00,0.0
F176,Gym,Thursday,13:30,15:44,0.0
F176,Gym,Thursday,15:45,16:15,0.0
F176,Gym,Thursday,16:45,17:59,0.0
F176,Gym,Thursday,18:00,19:30,0.0
F176,Gym,Friday,10:15,11:29,1.0
F176,Gym,Friday,11:30,13:00,0.0
F176,Gym,Friday,13:30,15:44,0.0
F176,Gym,Friday,15:45,16:15,0.0
F176,Gym,Friday,16:45,17:59,0.0
F176,Gym,Friday,18:00,19:30,0.0
F176,Gym,Saturday,10:15,11:29,1.0
F176,Gym,Saturday,11:30,13:00,0.0
F176,Gym,Saturday,13:30,15:44,0.0
F176,Gym,Saturday,15:45,16:15,0.0
F176,Gym,Saturday,16:45,17:59,0.0
F176,Gym,Saturday,18:00,19:30,0.0
F176,Gym,Sunday,10:15,11:29,1.0
F176,Gym,Sunday,11:30,13:00,0.0
F176,Gym,Sunday,13:30,15:44,0.0
F176,Gym,Sunday,15:45,16:15,0.0
F176,Gym,Sunday,16:45,17:59,0.0
F176,Gym,Sunday,18:00,19:30,0.0
F176,Room,Monday,10:15,11:29,0.0
F176,Room,Monday,11:30,13:00,0.0
F176,Room,Monday,13:30,15:44,1.0
F176,Room,Monday,15:45,16:15,1.0
F176,Room,Monday,16:45,17:59,0.0
F176,Room,Monday,18:00,19:30,0.0
F176,Room,Tuesday,10:15,11:29,0.0
F176,Room,Tuesday,11:30,13:00,0.0
F176,Room,Tuesday,13:30,15:44,1.0
F176,Room,Tuesday,15:45,16:15,1.0
F176,Room,Tuesday,16:45,17:59,0.0
F176,Room,Tuesday,18:00,19:30,1.0
F176,Room,Wednesday,10:15,11:29,0.0
F176,Room,Wednesday,11:30,13:00,0.0
F176,Room,Wednesday,13:30,15:44,1.0
F176,Room,Wednesday,15:45,16:15,0.0
F176,Room,Wednesday,16:45,17:59,0.0
F176,Room,Wednesday,18:00,19:30,0.0
F176,Room,Thursday,10:15,11:29,0.0
F176,Room,Thursday,11:30,13:00,0.0
F176,Room,Thursday,13:30,15:44,1.0
F176,Room,Thursday,15:45,16:15,1.0
F176,Room,Thursday,16:45,17:59,0.0
F176,Room,Thursday,18:00,19:30,1.0
F176,Room,Friday,10:15,11:29,0.0
F176,Room,Friday,11:30,13:00,0.0
F176,Room,Friday,13:30,15:44,1.0
F176,Room,Friday,15:45,16:15,1.0
F176,Room,Friday,16:45,17:59,0.0
F176,Room,Friday,18:00,19:30,1.0
F176,Room,Saturday,10:15,11:29,0.0
F176,Room,Saturday,11:30,13:00,0.0
F176,Room,Saturday,13:30,15:44,1.0
F176,Room,Saturday,15:45,16:15,1.0
F176,Room,Saturday,16:45,17:59,0.0
F176,Room,Saturday,18:00,19:30,1.0
F176,Room,Sunday,10:15,11:29,0.0
F176,Room,Sunday,11:30,13:00,0.0
F176,Room,Sunday,13:30,15:44,1.0
F176,Room,Sunday,15:45,16:15,1.0
F176,Room,Sunday,16:45,17:59,0.0
F176,Room,Sunday,18:00,19:30,1.0
